id,name,stage,galar_dex,exp_group,hatch_cycles,height,weight,color,description,hp,atk,def,spa,spd,spe,ev_hp,ev_atk,ev_def,ev_spa,ev_spd,ev_spe,ability1,ability2,ability3,type1,type2,item1_name,item1_chance,item2_name,item2_chance,item3_name,item3_chance,egg_group1,egg_group2,n_levelup_moves,n_egg_moves,n_tms,n_trs,n_evolutions
614,Beartic,2,280,MediumFast,20,2.6,260.0,White,"It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice.",95,130,80,70,80,50,0,2,0,0,0,0,Snow Cloak,Slush Rush,Swift Swim,Ice,,,,,,,,Field,,21,0,29,20,0
616,Shelmet,1,275,MediumFast,15,0.4,7.7,Red,"It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason.",50,40,85,40,65,25,0,0,1,0,0,0,Hydration,Shell Armor,Overcoat,Bug,,,,,,,,Bug,,14,4,11,12,1
617,Accelgor,2,276,MediumFast,15,0.8,25.3,Red,"Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane.",80,70,40,100,60,145,0,0,0,0,0,2,Hydration,Sticky Hold,Unburden,Bug,,,,,,,,Bug,,22,0,18,16,0
618,Stunfisk,2,226,MediumFast,20,0.7,11.0,Brown,"For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body.",109,66,84,81,99,32,2,0,0,0,0,0,Static,Limber,Sand Veil,Ground,Electric,None,50.0,Soft Sand,5.0,None,1.0,Water1,Amorphous,15,7,21,16,0
1004,Stunfisk 1,2,226,MediumFast,20,0.7,20.5,Green,,109,81,99,66,84,32,2,0,0,0,0,0,Mimicry,Mimicry,Mimicry,Ground,Steel,,,,,,,Water1,Amorphous,15,8,20,17,0
622,Golett,1,88,MediumFast,25,1.0,92.0,Green,"This Pokémon was created from clay. It received orders from its master many thousands of years ago, and it still follows those orders to this day.",59,74,50,35,50,35,0,1,0,0,0,0,Iron Fist,Klutz,No Guard,Ground,Ghost,None,50.0,Light Clay,5.0,None,1.0,Mineral,,16,0,27,17,1
623,Golurk,2,89,MediumFast,25,2.8,330.0,Green,"There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven.",89,124,80,55,80,55,0,2,0,0,0,0,Iron Fist,Klutz,No Guard,Ground,Ghost,None,50.0,Light Clay,5.0,None,1.0,Mineral,,18,0,31,28,0
624,Pawniard,1,246,MediumFast,20,0.5,10.2,Red,"A pack of these Pokémon forms to serve a Bisharp boss. Each Pawniard trains diligently, dreaming of one day taking the lead.",45,85,70,40,40,60,0,1,0,0,0,0,Defiant,Inner Focus,Pressure,Dark,Steel,,,,,,,HumanLike,,15,4,26,14,1
625,Bisharp,2,247,MediumFast,20,1.6,70.0,Red,Violent conflicts erupt between Bisharp and Fraxure over places where sharpening stones can be found.,65,125,100,60,70,70,0,2,0,0,0,0,Defiant,Inner Focus,Pressure,Dark,Steel,,,,,,,HumanLike,,16,0,29,17,0
627,Rufflet,1,281,Slow,20,0.5,10.5,White,"A combative Pokémon, it’s ready to pick a fight with anyone. It has talons that can crush hard berries.",70,83,50,37,50,60,0,1,0,0,0,0,Keen Eye,Sheer Force,Hustle,Normal,Flying,,,,,,,Flying,,14,0,19,12,1
628,Braviary,2,282,Slow,20,1.5,41.0,Red,"Because this Pokémon is hotheaded and belligerent, it’s Corviknight that’s taken the role of transportation in Galar.",100,123,75,57,75,80,0,2,0,0,0,0,Keen Eye,Sheer Force,Defiant,Normal,Flying,,,,,,,Flying,,17,0,21,13,0
629,Vullaby,1,283,Slow,20,0.5,9.0,Brown,Vullaby grow quickly. Bones that have gotten too small for older Vullaby to wear often get passed down to younger ones in the nest.,70,55,75,45,65,60,0,0,1,0,0,0,Big Pecks,Overcoat,Weak Armor,Dark,Flying,,,,,,,Flying,,14,3,21,11,1
630,Mandibuzz,2,284,Slow,20,1.2,39.5,Brown,"They adorn themselves with bones. There seem to be fashion trends among them, as different bones come into and fall out of popularity.",110,65,105,55,95,80,0,0,0,2,0,0,Big Pecks,Overcoat,Weak Armor,Dark,Flying,,,,,,,Flying,,18,0,23,11,0
631,Heatmor,2,317,MediumFast,20,1.4,58.0,Red,"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides.",85,97,66,105,66,65,0,0,0,2,0,0,Gluttony,Flash Fire,White Smoke,Fire,,,,,,,,Field,,16,5,23,15,0
632,Durant,2,316,MediumFast,20,0.3,33.0,Gray,"With their large mandibles, these Pokémon can crunch their way through rock. They work together to protect their eggs from Sandaconda.",58,109,112,48,48,109,0,0,2,0,0,0,Swarm,Hustle,Truant,Bug,Steel,,,,,,,Bug,,16,5,19,13,0
633,Deino,1,386,Slow,40,0.8,17.3,Blue,"Because it can’t see, this Pokémon is constantly biting at everything it touches, trying to keep track of its surroundings.",52,65,50,45,50,38,0,1,0,0,0,0,Hustle,Hustle,Hustle,Dark,Dragon,,,,,,,Dragon,,17,4,16,17,1
634,Zweilous,2,387,Slow,40,1.4,50.0,Blue,Their two heads will fight each other over a single piece of food. Zweilous are covered in scars even without battling others.,72,85,70,65,70,58,0,2,0,0,0,0,Hustle,Hustle,Hustle,Dark,Dragon,,,,,,,Dragon,,18,0,18,17,1
635,Hydreigon,3,388,Slow,40,1.8,160.0,Blue,The three heads take turns sinking their teeth into the opponent. Their attacks won’t slow until their target goes down.,92,105,90,125,90,98,0,0,0,3,0,0,Levitate,Levitate,Levitate,Dark,Dragon,,,,,,,Dragon,,20,0,33,30,0
638,Cobalion,3,foreign,Slow,80,2.1,250.0,Blue,"From the moment it’s born, this Pokémon radiates the air of a leader. Its presence will calm even vicious foes.",91,90,129,90,72,108,0,0,3,0,0,0,Justified,Justified,Justified,Steel,Fighting,,,,,,,Undiscovered,,14,0,22,20,0
639,Terrakion,3,foreign,Slow,80,1.9,260.0,Gray,"In Unovan legend, Terrakion battled against humans in an effort to protect other Pokémon.",91,129,90,72,90,108,0,3,0,0,0,0,Justified,Justified,Justified,Rock,Fighting,,,,,,,Undiscovered,,14,0,24,20,0
640,Virizion,3,foreign,Slow,80,2.0,200.0,Green,"It darts around opponents with a flurry of quick movements, slicing them up with its horns.",91,90,72,90,129,108,0,0,0,0,3,0,Justified,Justified,Justified,Grass,Fighting,,,,,,,Undiscovered,,14,0,24,20,0
643,Reshiram,3,foreign,Slow,120,3.2,330.0,White,"According to myth, if people ignore truth and let themselves become consumed by greed, Reshiram will arrive to burn their kingdoms down.",100,120,100,150,120,90,0,0,0,3,0,0,Turboblaze,Turboblaze,Turboblaze,Dragon,Fire,,,,,,,Undiscovered,,15,0,29,22,0
644,Zekrom,3,foreign,Slow,120,2.9,345.0,Black,"Mythology tells us that if people lose the righteousness in their hearts, their kingdoms will be razed by Zekrom’s lightning.",100,150,120,120,100,90,0,3,0,0,0,0,Teravolt,Teravolt,Teravolt,Dragon,Electric,,,,,,,Undiscovered,,15,0,28,21,0
646,Kyurem,3,foreign,Slow,120,3.0,325.0,Gray,It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.,125,130,90,130,90,95,1,1,0,1,0,0,Pressure,Pressure,Pressure,Dragon,Ice,,,,,,,Undiscovered,,15,0,29,19,0
1008,Kyurem 1,3,foreign,Slow,120,3.6,325.0,Gray,,125,120,90,170,100,95,0,0,0,3,0,0,Turboblaze,Turboblaze,Turboblaze,Dragon,Ice,,,,,,,Undiscovered,,15,0,29,19,0
1009,Kyurem 2,3,foreign,Slow,120,3.3,325.0,Gray,,125,170,100,120,90,95,0,3,0,0,0,0,Teravolt,Teravolt,Teravolt,Dragon,Ice,,,,,,,Undiscovered,,15,0,29,19,0
647,Keldeo,3,foreign,Slow,80,1.4,48.5,Yellow,They say that Keldeo must survive harsh battles and fully develop the horn on its forehead before this Pokémon’s true power will awaken.,91,72,90,129,90,108,0,0,0,3,0,0,Justified,Justified,Justified,Water,Fighting,,,,,,,Undiscovered,,15,0,22,22,0
1010,Keldeo 1,3,foreign,Slow,80,1.4,48.5,Yellow,,91,72,90,129,90,108,0,0,0,3,0,0,Justified,Justified,Justified,Water,Fighting,,,,,,,Undiscovered,,15,0,22,22,0
659,Bunnelby,1,48,MediumFast,15,0.4,5.0,Brown,It’s very sensitive to danger. The sound of Corviknight’s flapping will have Bunnelby digging a hole to hide underground in moments.,38,36,38,32,36,57,0,0,0,0,0,1,Pickup,Cheek Pouch,Huge Power,Normal,,,,,,,,Field,,15,2,18,16,1
660,Diggersby,2,49,MediumFast,15,1.0,42.4,Brown,The fur on its belly retains heat exceptionally well. People used to make heavy winter clothing from fur shed by this Pokémon.,85,56,77,50,77,78,2,0,0,0,0,0,Pickup,Cheek Pouch,Huge Power,Normal,Ground,,,,,,,Field,,16,0,28,24,0
674,Pancham,1,111,MediumFast,25,0.6,8.0,White,"Wanting to make sure it’s taken seriously, Pancham’s always giving others a glare. But if it’s not focusing, it ends up smiling.",67,82,62,46,48,43,0,1,0,0,0,0,Iron Fist,Mold Breaker,Scrappy,Fighting,,None,50.0,Mental Herb,5.0,None,1.0,Field,HumanLike,13,5,26,22,1
675,Pangoro,2,112,MediumFast,25,2.1,136.0,White,"Using its leaf, Pangoro can predict the moves of its opponents. It strikes with punches that can turn a dump truck into scrap with just one hit.",95,124,78,69,71,58,0,2,0,0,0,0,Iron Fist,Mold Breaker,Scrappy,Fighting,Dark,None,50.0,Mental Herb,5.0,None,1.0,Field,HumanLike,17,0,34,33,0
677,Espurr,1,208,MediumFast,20,0.3,3.5,Gray,"There’s enough psychic power in Espurr to send a wrestler flying, but because this power can’t be controlled, Espurr finds it troublesome.",62,48,54,63,60,68,0,0,0,0,0,1,Keen Eye,Infiltrator,Own Tempo,Psychic,,,,,,,,Field,,10,2,20,17,2
678,Meowstic,2,209,MediumFast,20,0.6,8.5,Blue,The defensive instinct of the males is strong. It’s when they’re protecting themselves or their partners that they unleash their full power.,74,48,76,83,81,104,0,0,0,0,0,2,Keen Eye,Infiltrator,Prankster,Psychic,,,,,,,,Field,,19,0,28,18,0
1097,Meowstic 1,2,209,MediumFast,20,0.6,8.5,White,,74,48,76,83,81,104,0,0,0,0,0,2,Keen Eye,Infiltrator,Competitive,Psychic,,,,,,,,Field,,19,0,27,20,0
679,Honedge,1,330,MediumFast,20,0.8,2.0,Brown,"The blue eye on the sword’s handguard is the true body of Honedge. With its old cloth, it drains people’s lives away.",45,80,100,35,37,28,0,0,1,0,0,0,No Guard,No Guard,No Guard,Steel,Ghost,,,,,,,Mineral,,14,3,17,10,1
680,Doublade,2,331,MediumFast,20,0.8,4.5,Brown,The two swords employ a strategy of rapidly alternating between offense and defense to bring down their prey.,59,110,150,45,49,35,0,0,2,0,0,0,No Guard,No Guard,No Guard,Steel,Ghost,,,,,,,Mineral,,14,0,17,10,1
681,Aegislash,3,332,MediumFast,20,1.7,53.0,Brown,Its potent spectral powers allow it to manipulate others. It once used its powers to force people and Pokémon to build a kingdom to its liking.,60,50,140,50,140,60,0,0,2,0,1,0,Stance Change,Stance Change,Stance Change,Steel,Ghost,,,,,,,Mineral,,17,0,21,11,0
1098,Aegislash 1,3,332,MediumFast,20,1.7,53.0,Brown,,60,140,50,140,50,60,0,2,0,1,0,0,Stance Change,Stance Change,Stance Change,Steel,Ghost,,,,,,,Mineral,,17,0,21,11,0
682,Spritzee,1,212,MediumFast,20,0.2,0.5,Pink,The scent its body gives off enraptures those who smell it. Noble ladies had no shortage of love for Spritzee.,78,52,60,63,65,23,1,0,0,0,0,0,Healer,Healer,Aroma Veil,Fairy,,,,,,,,Fairy,,15,3,16,14,1
683,Aromatisse,2,213,MediumFast,20,0.8,15.5,Pink,The scents Aromatisse can produce range from sweet smells that bolster allies to foul smells that sap an opponent’s will to fight.,101,72,72,99,89,29,2,0,0,0,0,0,Healer,Healer,Aroma Veil,Fairy,,,,,,,,Fairy,,18,0,19,17,0
684,Swirlix,1,210,MediumFast,20,0.4,3.5,White,The sweet smell of cotton candy perfumes Swirlix’s fluffy fur. This Pokémon spits out sticky string to tangle up its enemies.,62,48,66,59,57,49,0,0,1,0,0,0,Sweet Veil,Sweet Veil,Unburden,Fairy,,,,,,,,Fairy,,15,4,15,12,1
685,Slurpuff,2,211,MediumFast,20,0.8,5.0,White,"Slurpuff’s fur contains a lot of air, making it soft to the touch and lighter than it looks.",82,80,86,85,75,72,0,0,2,0,0,0,Sweet Veil,Sweet Veil,Unburden,Fairy,,,,,,,,Fairy,,16,0,18,14,0
686,Inkay,1,290,MediumFast,20,0.4,3.5,Blue,"By exposing foes to the blinking of its luminescent spots, Inkay demoralizes them, and then it seizes the chance to flee.",53,54,53,37,46,45,0,1,0,0,0,0,Contrary,Suction Cups,Infiltrator,Dark,Psychic,,,,,,,Water1,Water2,15,3,19,17,1
687,Malamar,2,291,MediumFast,20,1.5,47.0,Blue,It’s said that Malamar’s hypnotic powers played a role in certain history-changing events.,86,92,88,68,75,73,0,2,0,0,0,0,Contrary,Suction Cups,Infiltrator,Dark,Psychic,,,,,,,Water1,Water2,16,0,23,20,0
688,Binacle,1,234,MediumFast,20,0.5,31.0,Brown,"If the two don’t work well together, both their offense and defense fall apart. Without good teamwork, they won’t survive.",42,52,67,39,56,50,0,1,0,0,0,0,Tough Claws,Sniper,Pickpocket,Rock,Water,,,,,,,Water3,,13,3,27,20,1
689,Barbaracle,2,235,MediumFast,20,1.3,96.0,Brown,"Having an eye on each palm allows it to keep watch in all directions. In a pinch, its limbs start to act on their own to ensure the enemy’s defeat.",72,105,115,54,86,68,0,2,0,0,0,0,Tough Claws,Sniper,Pickpocket,Rock,Water,,,,,,,Water3,,15,0,32,27,0
694,Helioptile,1,318,MediumFast,20,0.5,6.0,Yellow,The sun powers this Pokémon’s electricity generation. Interruption of that process stresses Helioptile to the point of weakness.,44,38,33,61,43,70,0,0,0,0,0,1,Dry Skin,Sand Veil,Solar Power,Electric,Normal,,,,,,,Monster,Dragon,13,3,20,13,1
695,Heliolisk,2,319,MediumFast,20,1.0,21.0,Yellow,One Heliolisk basking in the sun with its frill outspread is all it would take to produce enough electricity to power a city.,62,55,52,109,94,109,0,0,0,1,0,1,Dry Skin,Sand Veil,Solar Power,Electric,Normal,,,,,,,Monster,Dragon,15,0,32,17,0
700,Sylveon,2,204,MediumFast,35,1.0,23.5,Pink,There’s a Galarian fairy tale that describes a beautiful Sylveon vanquishing a dreadful dragon Pokémon.,95,65,65,110,130,60,0,0,0,0,2,0,Cute Charm,Cute Charm,Pixilate,Fairy,,,,,,,,Field,,24,0,25,16,0
701,Hawlucha,2,320,MediumFast,20,0.8,21.5,Green,It always strikes a pose before going for its finishing move. Sometimes opponents take advantage of that time to counterattack.,78,92,75,74,63,118,0,2,0,0,0,0,Limber,Unburden,Mold Breaker,Fighting,Flying,None,50.0,King’s Rock,5.0,None,1.0,Flying,HumanLike,16,6,32,25,0
704,Goomy,1,389,Slow,40,0.3,2.8,Purple,"Their horns are powerful sensors. As soon as Goomy pick up any sign of enemies, they go into hiding. This is how they’ve survived.",45,50,35,55,75,40,0,0,0,0,1,0,Sap Sipper,Hydration,Gooey,Dragon,,None,50.0,Shed Shell,5.0,None,1.0,Dragon,,12,2,10,11,1
705,Sliggoo,2,390,Slow,40,0.8,17.5,Purple,The lump on its back contains its tiny brain. It thinks only of food and escaping its enemies.,68,75,53,83,113,60,0,0,0,0,2,0,Sap Sipper,Hydration,Gooey,Dragon,,None,50.0,Shed Shell,5.0,None,1.0,Dragon,,14,0,10,13,1
706,Goodra,3,391,Slow,40,2.0,150.5,Purple,Its form of offense is forcefully stretching out its horns. The strikes land 100 times harder than any blow from a heavyweight boxer.,90,100,70,110,150,80,0,0,0,0,3,0,Sap Sipper,Hydration,Gooey,Dragon,,,,,,,,Dragon,,19,0,23,23,0
708,Phantump,1,338,MediumFast,20,0.4,7.0,Brown,"With a voice like a human child’s, it cries out to lure adults deep into the forest, getting them lost among the trees.",43,70,48,50,60,38,0,1,0,0,0,0,Natural Cure,Frisk,Harvest,Ghost,Grass,,,,,,,Grass,Amorphous,15,3,22,15,1
709,Trevenant,2,339,MediumFast,20,1.5,71.0,Brown,Small roots that extend from the tips of this Pokémon’s feet can tie into the trees of the forest and give Trevenant control over them.,85,110,76,65,82,56,0,2,0,0,0,0,Natural Cure,Frisk,Harvest,Ghost,Grass,,,,,,,Grass,Amorphous,17,0,26,20,0
710,Pumpkaboo,1,191,MediumFast,20,0.4,5.0,Brown,The light that streams out from the holes in the pumpkin can hypnotize and control the people and Pokémon that see it.,49,66,70,44,55,51,0,0,1,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,,,,,,,Amorphous,,16,3,20,17,1
1099,Pumpkaboo 1,1,191,MediumFast,20,0.3,3.5,Brown,Evolves into Gourgeist-1 @ 0 (Trade) [0],44,66,70,44,55,56,0,0,1,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,,,,,,,Amorphous,,16,3,20,17,1
1100,Pumpkaboo 2,1,191,MediumFast,20,0.5,7.5,Brown,Evolves into Gourgeist-2 @ 0 (Trade) [0],54,66,70,44,55,46,0,0,1,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,,,,,,,Amorphous,,16,3,20,17,1
1101,Pumpkaboo 3,1,191,MediumFast,20,0.8,15.0,Brown,Evolves into Gourgeist-3 @ 0 (Trade) [0],59,66,70,44,55,41,0,0,1,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,Miracle Seed,50.0,Miracle Seed,5.0,None,1.0,Amorphous,,16,3,20,17,1
711,Gourgeist,2,192,MediumFast,20,0.9,12.5,Brown,"In the darkness of a new-moon night, Gourgeist will come knocking. Whoever answers the door will be swept off to the afterlife.",65,90,122,58,75,84,0,0,2,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,,,,,,,Amorphous,,19,0,24,20,0
1102,Gourgeist 1,2,192,MediumFast,20,0.7,9.5,Brown,,55,85,122,58,75,99,0,0,2,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,,,,,,,Amorphous,,19,0,24,20,0
1103,Gourgeist 2,2,192,MediumFast,20,1.1,14.0,Brown,,75,95,122,58,75,69,0,0,2,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,,,,,,,Amorphous,,19,0,24,20,0
1104,Gourgeist 3,2,192,MediumFast,20,1.7,39.0,Brown,,85,100,122,58,75,54,0,0,2,0,0,0,Pickup,Frisk,Insomnia,Ghost,Grass,Miracle Seed,50.0,Miracle Seed,5.0,None,1.0,Amorphous,,19,0,24,20,0
712,Bergmite,1,358,MediumFast,20,1.0,99.5,Blue,This Pokémon lives in areas of frigid cold. It secures itself to the back of an Avalugg by freezing its feet in place.,55,69,85,32,35,28,0,0,1,0,0,0,Own Tempo,Ice Body,Sturdy,Ice,,,,,,,,Monster,Mineral,16,3,15,11,1
713,Avalugg,2,359,MediumFast,20,2.0,505.0,Blue,"As Avalugg moves about during the day, the cracks in its body deepen. The Pokémon’s body returns to a pristine state overnight.",95,117,184,44,46,28,0,0,2,0,0,0,Own Tempo,Ice Body,Sturdy,Ice,,,,,,,,Monster,Mineral,20,0,19,19,0
714,Noibat,1,176,MediumFast,20,0.5,8.0,Purple,No wavelength of sound is beyond Noibat’s ability to produce. The ultrasonic waves it generates can overcome much larger Pokémon.,40,30,35,45,40,55,0,0,0,0,0,1,Frisk,Infiltrator,Telepathy,Flying,Dragon,,,,,,,Flying,Dragon,15,2,18,18,1
715,Noivern,2,177,MediumFast,20,1.5,85.0,Purple,"Flying through the darkness, it weakens enemies with ultrasonic waves that could crush stone. Its fangs finish the fight.",85,70,80,97,80,123,0,0,0,0,0,2,Frisk,Infiltrator,Telepathy,Flying,Dragon,,,,,,,Flying,Dragon,19,0,20,22,0
722,Rowlet,1,foreign,MediumSlow,15,0.3,1.5,Brown,"During the day, it builds up energy via photosynthesis. At night, it flies silently through the sky, on the prowl for prey.",68,55,55,50,50,42,1,0,0,0,0,0,Overgrow,Overgrow,Long Reach,Grass,Flying,,,,,,,Flying,,14,4,15,12,1
723,Dartrix,2,foreign,MediumSlow,15,0.7,16.0,Brown,It never slacks when it comes to the task of cleaning its feathers. Thorough preening keeps it looking spiffy and its blade quills nice and sharp.,78,75,75,70,70,52,2,0,0,0,0,0,Overgrow,Overgrow,Long Reach,Grass,Flying,,,,,,,Flying,,14,0,15,12,1
724,Decidueye,3,foreign,MediumSlow,15,1.6,36.6,Brown,"In a tenth of a second, it can nock and fire an arrow quill, piercing an opponent’s weak point before they notice what’s happening.",78,107,75,100,100,70,0,3,0,0,0,0,Overgrow,Overgrow,Long Reach,Grass,Ghost,,,,,,,Flying,,20,0,26,15,0
725,Litten,1,foreign,MediumSlow,15,0.4,4.3,Red,Trying to pet Litten before it trusts you will result in a nasty scratch from its sharp claws. Be careful.,45,65,40,60,40,70,0,0,0,0,0,1,Blaze,Blaze,Intimidate,Fire,,,,,,,,Field,,14,3,16,17,1
726,Torracat,2,foreign,MediumSlow,15,0.7,25.0,Red,"When facing a powerful enemy, Torracat’s fighting spirit gets pumped up, and its fire bell blazes hotter.",65,85,50,80,50,90,0,0,0,0,0,2,Blaze,Blaze,Intimidate,Fire,,,,,,,,Field,,14,0,16,17,1
727,Incineroar,3,foreign,MediumSlow,15,1.8,83.0,Red,"Incineroar’s rough and aggressive behavior is its most notable trait, but the way it helps out small Pokémon shows that it has a kind side as well.",95,115,90,80,90,60,0,3,0,0,0,0,Blaze,Blaze,Intimidate,Fire,Dark,,,,,,,Field,,19,0,31,29,0
728,Popplio,1,foreign,MediumSlow,15,0.4,7.5,Blue,"If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills.",50,54,54,66,56,40,0,0,0,1,0,0,Torrent,Torrent,Liquid Voice,Water,,,,,,,,Water1,Field,14,3,18,16,1
729,Brionne,2,foreign,MediumSlow,15,0.6,17.5,Blue,"On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them.",60,69,69,91,81,50,0,0,0,2,0,0,Torrent,Torrent,Liquid Voice,Water,,,,,,,,Water1,Field,14,0,18,16,1
730,Primarina,3,foreign,MediumSlow,15,1.8,44.0,Blue,"For Primarina, every battle’s a stage. Its singing and the dancing of its balloons will mesmerize the audience.",80,74,74,126,116,60,0,0,0,3,0,0,Torrent,Torrent,Liquid Voice,Water,Fairy,,,,,,,Water1,Field,16,0,23,23,0
736,Grubbin,1,16,MediumFast,15,0.4,4.4,Gray,"It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap.",47,62,45,55,45,46,0,1,0,0,0,0,Swarm,Swarm,Swarm,Bug,,,,,,,,Bug,,10,2,15,8,1
737,Charjabug,2,17,MediumFast,15,0.5,10.5,Green,Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.,57,82,95,55,75,36,0,0,2,0,0,0,Battery,Battery,Battery,Bug,Electric,None,50.0,Cell Battery,5.0,None,1.0,Bug,,14,0,16,10,1
738,Vikavolt,3,18,MediumFast,15,1.5,45.0,Blue,"If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity.",77,70,90,145,75,43,0,0,0,3,0,0,Levitate,Levitate,Levitate,Bug,Electric,,,,,,,Bug,,20,0,21,15,0
742,Cutiefly,1,187,MediumFast,20,0.1,0.2,Yellow,An opponent’s aura can tell Cutiefly what that opponent’s next move will be. Then Cutiefly can glide around the attack and strike back.,40,45,40,55,40,84,0,0,0,0,0,1,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,None,50.0,Honey,5.0,None,1.0,Bug,Fairy,11,3,22,14,1
743,Ribombee,2,188,MediumFast,20,0.2,0.5,Yellow,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen.",60,55,60,95,70,124,0,0,0,0,0,2,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,None,50.0,Honey,5.0,None,1.0,Bug,Fairy,14,0,26,15,0
746,Wishiwashi,2,155,Fast,15,0.2,0.3,Blue,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.",45,20,20,25,25,40,1,0,0,0,0,0,Schooling,Schooling,Schooling,Water,,,,,,,,Water2,,14,3,16,13,0
1117,Wishiwashi 1,2,155,Fast,15,8.2,78.6,Blue,,45,140,130,140,135,30,1,0,0,0,0,0,Schooling,Schooling,Schooling,Water,,,,,,,,Water2,,14,3,16,13,0
747,Mareanie,1,307,MediumFast,20,0.4,8.0,Blue,"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious.",50,53,62,43,52,45,0,0,1,0,0,0,Merciless,Limber,Regenerator,Poison,Water,None,50.0,Poison Barb,5.0,None,1.0,Water1,,12,5,15,17,1
748,Toxapex,2,308,MediumFast,20,0.7,14.5,Blue,Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.,50,63,152,53,142,35,0,0,2,0,0,0,Merciless,Limber,Regenerator,Poison,Water,None,50.0,Poison Barb,5.0,None,1.0,Water1,,14,0,18,17,0
749,Mudbray,1,84,MediumFast,20,1.0,110.0,Brown,"It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping.",70,100,70,45,55,45,0,1,0,0,0,0,Own Tempo,Stamina,Inner Focus,Ground,,None,50.0,Light Clay,5.0,None,1.0,Field,,13,4,15,14,1
750,Mudsdale,2,85,MediumFast,20,2.5,920.0,Brown,Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep.,100,125,100,55,85,35,0,2,0,0,0,0,Own Tempo,Stamina,Inner Focus,Ground,,None,50.0,Light Clay,5.0,None,1.0,Field,,13,0,20,16,0
751,Dewpider,1,214,MediumFast,15,0.3,4.0,Green,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",38,40,52,40,72,27,0,0,0,0,1,0,Water Bubble,Water Bubble,Water Absorb,Water,Bug,None,50.0,Mystic Water,5.0,None,1.0,Water1,Bug,14,4,11,15,1
752,Araquanid,2,215,MediumFast,15,1.8,82.0,Green,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.",68,70,92,50,132,42,0,0,0,0,2,0,Water Bubble,Water Bubble,Water Absorb,Water,Bug,None,50.0,Mystic Water,5.0,None,1.0,Water1,Bug,15,0,14,16,0
755,Morelull,1,340,MediumFast,20,0.2,1.5,Purple,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.,40,35,55,65,75,15,0,0,0,0,1,0,Illuminate,Effect Spore,Rain Dish,Grass,Fairy,Tiny Mushroom,50.0,Big Mushroom,5.0,None,1.0,Grass,,13,4,15,10,1
756,Shiinotic,2,341,MediumFast,20,1.0,11.5,Purple,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep.",60,45,80,90,100,30,0,0,0,0,2,0,Illuminate,Effect Spore,Rain Dish,Grass,Fairy,Tiny Mushroom,50.0,Big Mushroom,5.0,None,1.0,Grass,,13,0,20,10,0
757,Salandit,1,244,MediumFast,20,0.6,4.8,Black,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.,48,44,40,71,40,77,0,0,0,0,0,1,Corrosion,Corrosion,Oblivious,Poison,Fire,None,50.0,Smoke Ball,5.0,None,1.0,Monster,Dragon,14,4,16,19,1
758,Salazzle,2,245,MediumFast,20,1.2,22.2,Black,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.,68,64,60,111,60,117,0,0,0,0,0,2,Corrosion,Corrosion,Oblivious,Poison,Fire,None,50.0,Smoke Ball,5.0,None,1.0,Monster,Dragon,22,0,20,22,0
