id,date,type,workspace_id,total_cost_in_cents,total_paid_in_credits_in_cents
inv5325887097991,2018-11-21,initial,wks6601066541170,0,0
inv4154887036257,2018-11-21,renewal,wks4994716153912,3342,3342
inv2178107637241,2018-11-21,renewal,wks4351363551561,2400,2400
inv9312942266143,2018-11-21,renewal,wks3812330360889,2400,2400
inv6359208724493,2018-11-21,renewal,wks294556845350,9600,0
inv4854231358170,2018-11-21,renewal,wks474533038638,33942,0
inv5909804914941,2018-11-21,renewal,wks2335237564894,32057,0
inv2206028912575,2018-11-22,initial,wks6374905842740,0,0
inv3576518147187,2018-11-22,initial,wks4118501965013,0,0
inv4243485844369,2018-11-22,initial,wks8036056099014,0,0
inv2245727148873,2018-11-22,initial,wks9019429551413,0,0
inv6167340429159,2018-11-22,initial,wks8827263640605,0,0
inv4055371751104,2018-11-22,initial,wks7455590317635,0,0
inv8496958245253,2018-11-22,renewal,wks9652455238857,2400,2000
inv3103283642407,2018-11-22,renewal,wks3586292421852,2400,2400
inv9562962118064,2018-11-22,renewal,wks1597110144185,7200,0
inv269063938568,2018-11-22,final,wks6123126559509,2400,0
inv5644417736090,2018-11-22,renewal,wks5635884236070,2400,0
inv6114128879435,2018-11-22,renewal,wks5471779611125,2400,1200
inv8528945947986,2018-11-22,final,wks9275881612668,2400,0
inv55302450925,2018-11-22,final,wks7926091772392,14742,0
inv7105622476802,2018-11-22,renewal,wks5207159867362,2400,2400
inv5105822219569,2018-11-22,renewal,wks3610075784960,2400,0
inv2712266861314,2018-11-22,renewal,wks4449172002020,3942,0
inv9363801800602,2018-11-22,renewal,wks2311355608969,7028,0
inv2208688747663,2018-11-22,renewal,wks9725965509493,2400,1500
inv8306727331647,2018-11-22,renewal,wks6351061230984,26742,0
inv6516904543146,2018-11-22,renewal,wks1315998658995,25457,0
inv1151867255813,2018-11-22,renewal,wks8692638517106,21600,0
inv9057841589585,2018-11-22,renewal,wks8446877050549,33600,0
inv3330010504405,2018-11-22,renewal,wks898845835383,31200,0
inv5271461274927,2018-11-22,renewal,wks401816862489,43200,0
inv4541941078605,2018-11-22,renewal,wks9401173858141,71485,0
inv2517182250668,2018-11-23,renewal,wks645294608511,2400,2400
inv4517141433221,2018-11-23,renewal,wks8650552655378,2400,2400
inv8857232554507,2018-11-23,final,wks5459354473797,7542,3100
inv7478941633717,2018-11-23,final,wks6104597537592,2400,2400
inv1709761033188,2018-11-23,renewal,wks8767945172967,2400,0
inv7331247964048,2018-11-23,renewal,wks4837647783095,2400,0
inv695081226945,2018-11-23,renewal,wks3431394339105,2400,1900
inv642404196019,2018-11-23,renewal,wks8217337920189,19200,0
inv1375049918551,2018-11-23,renewal,wks5610545869142,2400,0
inv5481850185037,2018-11-23,renewal,wks2031962055044,2400,2400
inv2684295335446,2018-11-23,renewal,wks9964752641007,2400,0
inv1633966640445,2018-11-23,final,wks2431851653169,2400,0
inv5780293763154,2018-11-23,renewal,wks6784892520349,43200,0
inv7678484815188,2018-11-23,renewal,wks9230551306517,14400,600
inv2648863411349,2018-11-23,final,wks6754854084033,11057,0
inv7616852360743,2018-11-23,renewal,wks3920945990315,32914,0
inv5767629504666,2018-11-23,renewal,wks4435585980502,63171,0
inv3394291194165,2018-11-23,renewal,wks4323265905447,26400,100
inv2127271805250,2018-11-23,renewal,wks5458118618077,50228,0
inv7039794445059,2018-11-24,initial,wks1930200642273,0,0
inv549139665844,2018-11-24,initial,wks8661541374366,0,0
inv9645408250254,2018-11-24,initial,wks6353399920309,0,0
inv5086688181170,2018-11-24,renewal,wks5698899544267,2400,500
inv3627708996813,2018-11-24,renewal,wks3126990264179,2400,2400
inv525417401384,2018-11-24,renewal,wks3335212624172,2400,2400
inv3161250500556,2018-11-24,final,wks9101645370196,8914,0
inv7579126397461,2018-11-24,renewal,wks7921094468120,2400,1600
inv2121692678995,2018-11-24,renewal,wks1058450327054,11485,0
inv6290657691743,2018-11-24,renewal,wks6547229671545,9171,200
inv9570454288694,2018-11-24,renewal,wks5517464139848,2400,0
inv315136092663,2018-11-24,renewal,wks4018408236923,14400,0
inv4928572433335,2018-11-24,renewal,wks3854854708859,26914,0
inv2997373015192,2018-11-24,renewal,wks1856199098124,18428,0
inv8099420167249,2018-11-24,renewal,wks9501244099292,2400,0
inv3828042484648,2018-11-24,renewal,wks3452793865684,2400,2400
inv8002972288723,2018-11-24,renewal,wks2611661007874,14742,0
inv4849068046255,2018-11-24,renewal,wks6591987631861,15942,0
inv3670168952082,2018-11-24,renewal,wks107953152003,43200,0
inv3257268498769,2018-11-24,renewal,wks3694163700256,20657,0
inv5437290173227,2018-11-24,renewal,wks686062651570,6685,0
inv1551727500740,2018-11-24,renewal,wks4727434969866,48514,0
inv6057494479069,2018-11-24,renewal,wks6620894721653,23057,0
inv5207447893894,2018-11-25,initial,wks8828579617092,0,0
inv4347007959511,2018-11-25,initial,wks9920060212483,0,0
inv7924549910630,2018-11-25,renewal,wks440427906840,2400,2200
inv7685084589821,2018-11-25,renewal,wks4577078729229,2400,2400
inv2877620629722,2018-11-25,renewal,wks4320850858336,2400,1600
inv9770657176274,2018-11-25,renewal,wks5075395392517,2400,2400
inv958138081892,2018-11-25,renewal,wks3280830967707,2400,2400
inv205345213600,2018-11-25,renewal,wks7460517777063,2400,2400
inv5562083713500,2018-11-25,renewal,wks7742320476137,8914,1957
inv9466710335764,2018-11-25,renewal,wks3874459244306,92571,0
inv8876940302880,2018-11-25,renewal,wks814148633133,2400,0
inv927553779011,2018-11-25,renewal,wks2614028012146,74400,0
inv9093926096566,2018-11-25,renewal,wks737123069760,2400,0
inv9075259035505,2018-11-25,renewal,wks630672845402,11742,0
inv8663401866082,2018-11-25,renewal,wks449620676304,2400,0
inv8001541207596,2018-11-25,renewal,wks2711769708657,14485,0
inv8923879094829,2018-11-25,renewal,wks8022458462511,22714,0
inv3474174081347,2018-11-25,renewal,wks4938871199032,16800,0
inv1488111368681,2018-11-25,renewal,wks1253414218198,20057,0
inv175248182362,2018-11-25,renewal,wks7470433285204,16714,0
inv4275096919208,2018-11-25,renewal,wks8802460506002,42942,0
inv7308690028152,2018-11-25,renewal,wks8683380385356,34457,0
inv8529977125959,2018-11-25,renewal,wks3685153418441,60000,0
inv6982168015533,2018-11-25,renewal,wks6206004022821,44400,0
inv6057241767280,2018-11-25,renewal,wks6196164807931,50400,0
inv8356752764388,2018-11-25,renewal,wks8623424522904,58371,0
inv7891014034754,2018-11-26,initial,wks285877852363,0,0
inv8457405285677,2018-11-26,renewal,wks1322098202254,2400,0
inv1089921211479,2018-11-26,renewal,wks7164547100434,8742,6028
inv5057592849889,2018-11-26,renewal,wks4137276397936,43628,0
inv9921935862469,2018-11-26,renewal,wks1628995568354,18857,0
inv6767278497020,2018-11-27,initial,wks3184861572182,0,0
inv1951495614633,2018-11-27,initial,wks7574283326197,0,0
inv5741577327405,2018-11-27,renewal,wks5125914575399,16800,0
inv3260845686082,2018-11-27,renewal,wks5004838307153,2400,2400
inv9723952429757,2018-11-27,renewal,wks788121579501,2400,1000
inv7412779745354,2018-11-27,renewal,wks2877861337704,2400,0
inv5525287727643,2018-11-27,renewal,wks5920340664185,20657,0
inv5845988040050,2018-11-27,renewal,wks1826599621945,2400,0
inv9087934570495,2018-11-27,renewal,wks3364842678893,16285,5200
inv2703271645317,2018-11-28,initial,wks2020908151375,0,0
inv7506967368134,2018-11-28,renewal,wks3726856520444,2400,2400
inv872908457726,2018-11-28,renewal,wks6546677343528,2400,900
inv6444617707940,2018-11-28,renewal,wks8372568206650,2400,0
inv2492256278069,2018-11-28,renewal,wks8247813041731,3685,3685
inv9698187555887,2018-11-28,renewal,wks5265444937756,4800,0
inv9128268852049,2018-11-28,renewal,wks6372941428683,2400,0
inv7339538181721,2018-11-28,renewal,wks1514334020433,12171,0
inv6606506054816,2018-11-28,renewal,wks9670758975462,7200,0
inv3081006894378,2018-11-28,renewal,wks6808873880233,4800,0
inv3833146816522,2018-11-28,renewal,wks3193069563973,15685,0
inv1540335727548,2018-11-28,renewal,wks8754064836952,2400,0
inv7599634632200,2018-11-28,renewal,wks1293163784295,2400,2400
inv6701953121612,2018-11-28,renewal,wks6877021596545,19200,0
inv263235782074,2018-11-28,renewal,wks1209512672501,17657,1300
inv7879024409679,2018-11-28,renewal,wks8584855925033,2400,0
inv3725418625455,2018-11-28,renewal,wks2875709761145,2400,0
inv5649935620143,2018-11-28,renewal,wks5042364340930,2400,0
inv6195073844540,2018-11-28,renewal,wks5492685885302,6771,0
inv4344099430888,2018-11-28,renewal,wks1219098323660,43971,0
inv1871941428338,2018-11-28,renewal,wks395177907780,14914,0
inv2333728756625,2018-11-28,renewal,wks3753861933915,32742,0
inv4992127048451,2018-11-28,renewal,wks8460978433511,38400,0
inv7663360374958,2018-11-28,renewal,wks4299300119492,34542,0
inv8121252696767,2018-11-28,final,wks6070526021647,54771,0
inv2479928718364,2018-11-29,initial,wks3683379851106,0,0
inv1118142038817,2018-11-29,initial,wks4827410972144,0,0
inv3047290383223,2018-11-29,initial,wks8073043984312,0,0
inv1842792043001,2018-11-29,renewal,wks5215945416047,4800,4800
inv566328620716,2018-11-29,renewal,wks6918046164995,5228,900
inv9326533066637,2018-11-29,final,wks9291285563164,22200,0
inv474216591460,2018-11-29,renewal,wks6920916714481,17314,0
inv3140883532951,2018-11-29,renewal,wks4206430068214,7028,7014
inv252374697078,2018-11-29,renewal,wks9622663000767,2400,1100
inv6156084443656,2018-11-29,renewal,wks4696094295584,5228,0
inv506707048440,2018-11-29,renewal,wks7683749940167,24000,0
inv960229132036,2018-11-29,renewal,wks4483812040751,2400,0
inv2597267751484,2018-11-29,renewal,wks6828599731267,2400,0
inv4456537991969,2018-11-29,renewal,wks9283030965183,38400,0
inv620347222132,2018-11-29,renewal,wks8569416747835,5228,0
inv323550645809,2018-11-29,renewal,wks5184442006508,10628,0
inv4338876057189,2018-11-29,renewal,wks1246846919469,21600,0
inv9330381538650,2018-11-29,renewal,wks9966523089682,19971,1400
inv1124799610588,2018-11-29,final,wks6554025947382,7200,0
inv7539494850963,2018-11-29,renewal,wks4596253963516,32314,0
inv1612722004324,2018-11-29,renewal,wks1033126545957,33514,0
inv1419592198954,2018-11-30,initial,wks4677075544028,0,0
inv5593528508411,2018-11-30,initial,wks3660166752220,0,0
inv9930595732503,2018-11-30,initial,wks2826880342405,0,0
inv1264248654827,2018-11-30,initial,wks9374039374982,0,0
inv5342762213724,2018-11-30,renewal,wks62948753123,2400,2400
inv1589538507073,2018-11-30,final,wks8114655414017,7542,0
inv2473509385673,2018-11-30,renewal,wks6105923579491,3600,0
inv4311166588246,2018-11-30,renewal,wks5560720671248,12514,0
inv4068644075418,2018-11-30,renewal,wks6607799737496,14400,1100
inv864884127186,2018-11-30,renewal,wks5779287068928,2400,200
inv8148233937217,2018-11-30,renewal,wks2241093498685,14228,1100
inv6593779667892,2018-11-30,renewal,wks1851886064976,14400,0
inv9061625748192,2018-11-30,renewal,wks5856878802945,2400,0
inv600284487844,2018-11-30,renewal,wks1103800517634,3514,0
inv1542396935849,2018-11-30,renewal,wks956773755801,2400,0
inv8900659323721,2018-11-30,renewal,wks5454387640824,27085,0
inv1533990112799,2018-11-30,final,wks7092678855193,20485,0
inv3915266539072,2018-11-30,renewal,wks1727027880413,2742,0
inv1904390887855,2018-11-30,renewal,wks9460007260395,50400,1200
inv5445576531288,2018-11-30,renewal,wks2381155806720,2400,0
inv4934471503081,2018-11-30,renewal,wks2503063674141,29314,0
inv8784894581396,2018-11-30,renewal,wks8946620176856,8314,0
inv9359797323848,2018-11-30,renewal,wks5530599113752,33257,0
inv7237384984247,2018-12-01,initial,wks6580027178439,0,0
inv8116714759191,2018-12-01,initial,wks9576607474581,0,0
inv4038230226578,2018-12-01,initial,wks7572408797241,0,0
inv2891032417162,2018-12-01,initial,wks9650897456189,0,0
inv763097488127,2018-12-01,initial,wks6841901864504,0,0
inv6188529658516,2018-12-01,initial,wks9815956457048,0,0
inv2816128346927,2018-12-01,final,wks7950646047448,2400,2400
inv6399627768252,2018-12-01,renewal,wks912103984534,2400,1500
inv6443720222471,2018-12-01,renewal,wks3811622201390,2400,2400
inv4823334532869,2018-12-01,renewal,wks8565203763422,2400,2400
inv5211815445219,2018-12-01,renewal,wks2740673636976,2657,0
inv7680711244765,2018-12-01,renewal,wks168018157385,2400,2400
inv2184932626277,2018-12-01,renewal,wks3133780786300,2400,2400
inv6546972334505,2018-12-01,renewal,wks8791070046194,2400,0
inv623549308508,2018-12-01,renewal,wks6774376354962,2400,0
inv9438713917866,2018-12-01,renewal,wks8391847837574,2400,0
inv2080493734810,2018-12-01,renewal,wks5553278983809,4800,0
inv6562024240954,2018-12-01,renewal,wks3510171324959,2400,0
inv4695930059550,2018-12-01,renewal,wks3099517039713,2400,1700
inv8491443966899,2018-12-01,renewal,wks4021623512013,2400,0
inv768518367290,2018-12-01,renewal,wks226958225185,4800,0
inv3063247924584,2018-12-01,renewal,wks4526513724906,18685,0
inv5269917883603,2018-12-01,renewal,wks1134378455138,55200,1900
inv4427521401940,2018-12-01,renewal,wks9058055533651,6857,0
inv449333144194,2018-12-01,renewal,wks4068830385117,2400,0
inv3809523718989,2018-12-01,renewal,wks7586258330859,2400,0
inv1635100848826,2018-12-01,renewal,wks8224813285531,2400,0
inv6208093497114,2018-12-01,renewal,wks7592619224837,24428,0
inv5546308756793,2018-12-01,renewal,wks2243580772860,2400,0
inv6453068895291,2018-12-01,renewal,wks672294650098,28457,5400
inv7231230772324,2018-12-01,renewal,wks1901661412598,19971,0
inv3069922802337,2018-12-01,renewal,wks8703880219251,37457,0
inv403274404997,2018-12-01,renewal,wks5181995780112,15857,0
inv5957429660731,2018-12-01,renewal,wks1762046627253,56657,0
inv9445195000328,2018-12-01,renewal,wks1513591925500,67200,0
inv3565912073378,2018-12-01,renewal,wks2733082150514,24000,0
inv5217156235503,2018-12-01,renewal,wks6626395347928,8742,0
inv484115155633,2018-12-01,renewal,wks6664451520496,70285,0
inv8031239018021,2018-12-02,initial,wks3107317634252,0,0
inv8581230475724,2018-12-02,initial,wks9006917494521,0,0
inv5661653648018,2018-12-02,renewal,wks4683260068869,2400,2400
inv7415054087206,2018-12-02,renewal,wks3189588295483,2400,2400
inv3431396807482,2018-12-02,renewal,wks9442699490514,2400,0
inv7984128572336,2018-12-02,renewal,wks7534944202978,19200,0
inv804825904048,2018-12-02,renewal,wks2394461832529,2400,200
inv7868865367423,2018-12-02,renewal,wks7993047484327,2485,0
inv4178520137794,2018-12-02,renewal,wks5980818009249,4028,0
inv2065304802358,2018-12-02,renewal,wks6339784084926,2400,0
inv3037434190070,2018-12-02,renewal,wks4137674295830,22971,0
inv5087511015436,2018-12-02,renewal,wks5805092197531,6342,2800
inv2967081172137,2018-12-02,renewal,wks4628537103800,2400,0
inv5956589826233,2018-12-02,renewal,wks102918255443,2400,2400
inv6362759779520,2018-12-02,renewal,wks2002440116040,29914,0
inv8348286218378,2018-12-02,renewal,wks8264403790879,17742,0
inv4157249245711,2018-12-02,renewal,wks1457253734062,2400,0
inv2568021378086,2018-12-02,renewal,wks1868917385437,2400,2400
inv8180890490794,2018-12-02,renewal,wks1490586152896,14742,0
inv3336240734145,2018-12-02,renewal,wks1637488482093,31200,0
inv9173020117862,2018-12-02,final,wks5534996255353,31200,0
inv6832738189182,2018-12-02,renewal,wks5253385619750,54514,0
inv9972559387062,2018-12-03,initial,wks1284223239466,0,0
inv7498711814486,2018-12-03,initial,wks6712523583488,0,0
inv1249191234307,2018-12-03,renewal,wks8442117981239,2400,2400
inv3935001530317,2018-12-03,renewal,wks6306225598558,22542,1700
inv317357191682,2018-12-03,renewal,wks3158002744607,2400,0
inv3335470790633,2018-12-03,renewal,wks2426524478905,2400,600
inv1924811910011,2018-12-03,renewal,wks1910084365896,2400,0
inv7192350952575,2018-12-04,initial,wks1113097450716,0,0
inv2406733946986,2018-12-04,renewal,wks2639219134402,2400,2400
inv2248968599878,2018-12-04,renewal,wks4191603621851,2400,300
inv9757570770840,2018-12-04,renewal,wks8033723184720,16200,0
inv2240068931485,2018-12-04,renewal,wks1433459316205,24000,0
inv8961236386069,2018-12-04,renewal,wks2952518132342,45085,0
inv4000275771976,2018-12-04,renewal,wks5885832878987,11399,0
inv6089590326951,2018-12-05,initial,wks9463920414224,0,0
inv530589498816,2018-12-05,initial,wks9370858160606,0,0
inv6988689648654,2018-12-05,renewal,wks4856803795200,2400,2400
inv3439219607218,2018-12-05,renewal,wks8296871440699,2400,2400
inv2105031613348,2018-12-05,renewal,wks8196160213317,2400,2400
inv5833413013127,2018-12-05,renewal,wks5792113552016,2400,2400
inv6983096290697,2018-12-05,renewal,wks4792053039210,3857,3857
inv6886031694179,2018-12-05,renewal,wks8624608479654,2400,300
inv4776310589353,2018-12-05,renewal,wks1951863887642,2400,2400
inv1732743299155,2018-12-05,renewal,wks9824047365119,6171,0
inv5857258202312,2018-12-05,renewal,wks3626182900036,2400,0
inv378387857546,2018-12-05,renewal,wks169055408506,2400,0
inv4378780330384,2018-12-05,renewal,wks6434945938404,2400,0
inv7001898033950,2018-12-05,renewal,wks2591270276628,7200,0
inv3547587850621,2018-12-05,renewal,wks2507350746588,10285,400
inv7311269405657,2018-12-05,renewal,wks928015022504,7971,600
inv44969704265,2018-12-05,renewal,wks2341916749257,11057,0
inv9627263823019,2018-12-05,renewal,wks9701786724942,7457,1800
inv7087353703295,2018-12-05,renewal,wks8500543128872,21600,0
inv5436680590987,2018-12-05,final,wks7185407221186,2400,900
inv2442104570956,2018-12-05,renewal,wks4580744417573,12771,2100
inv9571501163740,2018-12-05,renewal,wks8144940840117,33685,0
inv3297011466999,2018-12-06,initial,wks4390946012857,0,0
inv8975988349340,2018-12-06,initial,wks98823545209,0,0
inv1284095767735,2018-12-06,initial,wks715503499824,0,0
inv7327548945873,2018-12-06,renewal,wks6717382592299,2400,700
inv7072031153310,2018-12-06,renewal,wks7972012614234,86400,0
inv6643548675967,2018-12-06,renewal,wks6651474819071,2400,0
inv3006583822879,2018-12-06,renewal,wks6473645967711,2400,0
inv1946815384164,2018-12-06,renewal,wks831454193919,17228,0
inv2599415015147,2018-12-06,renewal,wks618953258959,6428,0
inv7244911664474,2018-12-06,renewal,wks8504289308679,60000,0
inv6364347996092,2018-12-07,initial,wks7971033539639,0,0
inv2014984420444,2018-12-07,initial,wks4029124281288,0,0
inv1941207176505,2018-12-07,renewal,wks5471498619190,2400,2400
inv2161179608436,2018-12-07,renewal,wks6953113481684,2400,2400
inv1683618311817,2018-12-07,renewal,wks409955500224,2400,2400
inv9526778866292,2018-12-07,renewal,wks8908887139549,2400,0
inv9922825911641,2018-12-07,renewal,wks4611734047866,2400,2400
inv9280681691182,2018-12-07,final,wks4623981282420,15000,0
inv8712610864398,2018-12-07,renewal,wks8393451174423,8057,0
inv322338471192,2018-12-07,renewal,wks6131923818596,26742,0
inv1646321819518,2018-12-07,renewal,wks1398972995385,9942,0
inv5430135335618,2018-12-07,renewal,wks7285119898182,19200,0
inv7926708865557,2018-12-07,renewal,wks8831792866899,21428,0
inv9518740357900,2018-12-08,initial,wks1014036784065,0,0
inv2755229746382,2018-12-08,initial,wks3556410590584,0,0
inv7823298584554,2018-12-08,renewal,wks9331006430094,2400,1100
inv5959026663657,2018-12-08,renewal,wks6070600330217,2400,1200
inv7763662029921,2018-12-08,renewal,wks2947391103585,2400,0
inv9936993078877,2018-12-08,renewal,wks6736370416998,5228,5228
inv390407568070,2018-12-08,renewal,wks6662310158254,2400,0
inv2746914414942,2018-12-08,renewal,wks2329645584115,22542,0
inv4745108283988,2018-12-08,renewal,wks4393089447274,2400,0
inv5812656630944,2018-12-08,renewal,wks1776863318307,5057,0
inv6617604602843,2018-12-08,renewal,wks449198029457,7885,0
inv5464761419704,2018-12-08,renewal,wks8759039948000,14228,0
inv9947046275871,2018-12-08,renewal,wks2112702067736,19885,0
inv2532142727796,2018-12-08,renewal,wks8352222105029,3857,3857
inv3418436744308,2018-12-08,renewal,wks7046096700339,40457,0
inv3795572630382,2018-12-08,renewal,wks2007294364801,26400,0
inv7756696042453,2018-12-08,renewal,wks8725542694991,36428,0
inv6028570628578,2018-12-08,renewal,wks6987380803644,24257,0
inv9911615770489,2018-12-08,renewal,wks6209825415244,30085,0
inv8328948825015,2018-12-08,renewal,wks3127535399355,31200,0
inv2463035651554,2018-12-08,renewal,wks7288926300134,16285,0
inv3511570864285,2018-12-08,renewal,wks959245693636,82028,0
inv2964235226230,2018-12-09,initial,wks1307834165706,0,0
inv409640853637,2018-12-09,initial,wks4540827616399,0,0
inv9474147497069,2018-12-09,renewal,wks4976604773176,2400,2400
inv7763226653428,2018-12-09,renewal,wks9624030328726,2400,2400
inv2738771585762,2018-12-09,renewal,wks1506939349479,5571,1800
inv4901063110737,2018-12-09,renewal,wks1859644694287,2400,900
inv9131741740390,2018-12-09,renewal,wks3737106742039,13371,0
inv7956047386937,2018-12-09,renewal,wks2960325014381,2400,0
inv9408656257980,2018-12-09,renewal,wks4427376065070,19200,0
inv4888815603847,2018-12-09,renewal,wks2418808696571,16800,0
inv4674865476314,2018-12-09,renewal,wks9340036814649,2400,0
inv4551033988136,2018-12-09,renewal,wks5997123894078,4800,0
inv6026437414859,2018-12-09,renewal,wks2055300358824,8314,0
inv225764773700,2018-12-09,renewal,wks1925609665523,26400,0
inv5654287939022,2018-12-09,renewal,wks7513125772833,27942,0
inv6923192274686,2018-12-09,renewal,wks498060474715,18857,0
inv1379519159921,2018-12-09,renewal,wks4965237116580,50400,0
inv9301099935419,2018-12-09,renewal,wks7631009914626,48342,0
inv4151352271699,2018-12-09,renewal,wks1097772353765,20657,0
inv53267814382,2018-12-09,renewal,wks4891373558369,39171,0
inv7588297044138,2018-12-09,renewal,wks6777713960487,33600,300
inv5256741343853,2018-12-09,renewal,wks5530146587774,37542,0
inv4913234228303,2018-12-10,renewal,wks8113688066109,2400,2400
inv1989186587015,2018-12-10,renewal,wks5138999369032,27514,0
inv8331983192216,2018-12-10,renewal,wks7470092505034,26314,4000
inv9385210832879,2018-12-11,renewal,wks3520181242555,2400,2400
inv7223006118632,2018-12-11,renewal,wks3297473822879,2400,1200
inv1333069531324,2018-12-11,renewal,wks1114019351634,2400,2400
inv6344426636564,2018-12-11,renewal,wks2658402686069,4371,0
inv2647214475042,2018-12-11,renewal,wks6259407819839,2400,0
inv9248669953130,2018-12-11,renewal,wks4456940979422,33085,0
inv7378295388239,2018-12-12,initial,wks8439280489456,0,0
inv3285378901983,2018-12-12,renewal,wks2465690019774,2400,2400
inv3617468100117,2018-12-12,renewal,wks9446989735712,2400,400
inv7339575755780,2018-12-12,renewal,wks9211146182454,2400,2400
inv2715283488199,2018-12-12,renewal,wks1648591176089,3942,0
inv8940791250071,2018-12-12,renewal,wks344364024738,93600,0
inv811350608834,2018-12-12,renewal,wks2971659635041,2400,0
inv4110251285813,2018-12-12,renewal,wks7715224900834,11742,0
inv9027339680172,2018-12-12,renewal,wks5517129745346,7200,0
inv4035636634430,2018-12-12,final,wks3370372464096,2400,0
inv6732983511617,2018-12-12,renewal,wks7478834120050,16800,0
inv5419422198737,2018-12-12,renewal,wks4864725687644,93342,0
inv8566715508704,2018-12-12,renewal,wks2862351320106,60000,0
inv924895701291,2018-12-13,initial,wks3414725130091,0,0
inv400868910048,2018-12-13,initial,wks1565751452696,0,0
inv3349971298198,2018-12-13,initial,wks4100848563088,0,0
inv9820438904842,2018-12-13,initial,wks3240769935688,0,0
inv6057465551938,2018-12-13,initial,wks4896314598519,0,0
inv4937144424015,2018-12-13,renewal,wks8543933551534,2400,200
inv4028598916343,2018-12-13,renewal,wks7007181212742,2400,2400
inv6554887452827,2018-12-13,renewal,wks1709329932656,2400,2100
inv7994717486295,2018-12-13,renewal,wks7798273320724,2400,2400
inv2057582352348,2018-12-13,renewal,wks9163302599664,2400,0
inv8342506865030,2018-12-13,renewal,wks6907259963671,7285,200
inv1644671317379,2018-12-13,renewal,wks680064407885,2400,0
inv1148857837402,2018-12-13,renewal,wks3365293433379,2400,0
inv6378646686909,2018-12-13,renewal,wks8852471834829,2400,0
inv679676120659,2018-12-13,renewal,wks5418899163629,2400,0
inv6299342510706,2018-12-13,renewal,wks7178136016101,10971,0
inv3725077019671,2018-12-13,renewal,wks5554630154829,2400,0
inv6207853280630,2018-12-13,renewal,wks4164159752557,7028,0
inv4807197124260,2018-12-13,renewal,wks624946735494,28885,0
inv6373635836262,2018-12-13,renewal,wks4781997999451,40457,0
inv4348898913712,2018-12-13,renewal,wks6210578030795,12514,0
inv7648041061070,2018-12-14,renewal,wks9093903450782,2400,2400
inv8117438452145,2018-12-14,renewal,wks8804255585903,2400,2400
inv8960996343876,2018-12-14,renewal,wks8128382606195,2400,2400
inv4675071154431,2018-12-14,renewal,wks2214128755790,3857,0
inv7425181142403,2018-12-14,renewal,wks4744489787546,2400,0
inv5747867993925,2018-12-14,renewal,wks535274447222,6600,700
inv2219632538559,2018-12-14,renewal,wks472024863961,17485,2400
inv8153652665040,2018-12-14,renewal,wks7724059922372,9171,900
inv560118229155,2018-12-14,renewal,wks2688435383768,14914,0
inv4610075888652,2018-12-14,renewal,wks8445073057223,7200,6114
inv3619565646061,2018-12-14,renewal,wks9171127058631,22371,0
inv1024555060723,2018-12-14,renewal,wks9727365209668,9428,0
inv9882798396405,2018-12-14,final,wks3499743763242,21600,0
inv4807173260235,2018-12-14,renewal,wks6038580255939,22285,0
inv1454373689325,2018-12-14,renewal,wks8863288673908,40457,0
inv4726896050842,2018-12-14,renewal,wks1410048146843,24000,0
inv9090749522811,2018-12-14,renewal,wks1187952914151,44828,0
inv9494171573874,2018-12-14,renewal,wks8407461234214,55285,0
inv1270174410619,2018-12-14,renewal,wks8780283383554,68142,0
inv9864988014419,2018-12-15,initial,wks358579040542,0,0
inv4161956248367,2018-12-15,initial,wks1566974843672,0,0
inv1402210374268,2018-12-15,final,wks5709227873773,6428,0
inv7338060132587,2018-12-15,renewal,wks5816387222076,4800,2314
inv5074505405337,2018-12-15,renewal,wks5242970468771,7114,0
inv4018777723096,2018-12-15,renewal,wks6690881324115,2400,0
inv4063337025006,2018-12-15,renewal,wks3671369472346,2400,2400
inv9283149996718,2018-12-15,renewal,wks4955486549559,7885,6285
inv6386138447402,2018-12-15,final,wks2878890957791,19885,0
inv2967470280288,2018-12-15,renewal,wks7042538433429,2400,0
inv3491065381037,2018-12-15,renewal,wks4725101644798,23485,0
inv8298897401604,2018-12-15,renewal,wks3646412687012,2400,0
inv6038415959239,2018-12-15,renewal,wks8915862130280,2400,2400
inv1579240845764,2018-12-15,renewal,wks4138624357262,33085,0
inv9916603044414,2018-12-15,renewal,wks2780156270015,16800,0
inv7563495418866,2018-12-15,renewal,wks3964959393543,28200,0
inv2033670375128,2018-12-15,renewal,wks5521571206804,35400,0
inv6092329479810,2018-12-15,renewal,wks9529159669492,63514,0
inv7501143815908,2018-12-15,renewal,wks4539800462904,48000,0
inv7429906837864,2018-12-15,renewal,wks4144827035994,54342,0
inv1979821817824,2018-12-16,initial,wks6145905804349,0,0
inv6795483910666,2018-12-16,initial,wks3813025409207,0,0
inv9287623722757,2018-12-16,renewal,wks3562397847565,2400,2400
inv1347118601058,2018-12-16,renewal,wks192318867864,2400,2400
inv3018113385986,2018-12-16,renewal,wks6653330368409,2400,2400
inv76955619273,2018-12-16,renewal,wks6231685939923,9342,4142
inv772689663388,2018-12-16,renewal,wks2970379105541,2400,0
inv1414451181161,2018-12-16,renewal,wks1523992978454,2400,2400
inv4879745835053,2018-12-16,renewal,wks1265783101631,7200,0
inv4127157852941,2018-12-16,renewal,wks9463104096441,14314,0
inv6023344534268,2018-12-16,renewal,wks8304694850266,2400,2400
