id,date_account_created,gender,age,signup_method,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser
aft96333fy,2014-09-09,FEMALE,52,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
c39qxwud0z,2014-09-09,-unknown-,,basic,zh,sem-brand,google,Web,Windows Desktop,Chrome
jhq97s9fd2,2014-09-09,FEMALE,25,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
24y2vwmylg,2014-09-09,FEMALE,41,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
n9qd2uayke,2014-09-09,-unknown-,,basic,en,sem-brand,google,Moweb,Other/Unknown,Chrome
i8dwtkbn8x,2014-09-09,MALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
n15tha4yjb,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
ui5ll43xqd,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
c8oydvbk1u,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
ht94cy6gpe,2014-09-09,-unknown-,64,basic,en,sem-brand,google,Web,Windows Desktop,IE
e1kjwe8zrh,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
s607kjcrt2,2014-09-09,MALE,29,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
1iw6brgr5m,2014-09-09,FEMALE,25,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
e5r6xejdrr,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
xdb7w6vvab,2014-09-09,FEMALE,40,basic,fr,sem-brand,google,Web,Mac Desktop,Safari
wqtg8pqyfx,2014-09-09,FEMALE,53,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
7fmjhmovhi,2014-09-09,MALE,62,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
2zlx7v1cfo,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
88jpawc1lj,2014-09-09,FEMALE,20,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
bygu3yxns1,2014-09-09,FEMALE,37,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
maw1wwmtxl,2014-09-09,MALE,47,basic,en,sem-brand,google,Web,Mac Desktop,Safari
fu8l2v23nh,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
vb2cm0dyz7,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
seq3orvqid,2014-09-09,MALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
zxbic53vwm,2014-09-09,FEMALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
p9zwbc5i6o,2014-09-09,-unknown-,39,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
5te47cyuxa,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
ad4xupp83b,2014-09-09,FEMALE,64,basic,en,sem-brand,google,Web,iPad,Mobile Safari
5k7593w4f2,2014-09-09,FEMALE,47,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
8zu8de8bh5,2014-09-09,-unknown-,64,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
uelkivjfcy,2014-09-09,FEMALE,30,basic,en,sem-brand,google,Web,Mac Desktop,Safari
fksaqtr180,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
5pogjxfxsy,2014-09-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ae3p9tgs10,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
6rh7hzx0ip,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
1peegcfug4,2014-09-10,MALE,39,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
c3znf56u91,2014-09-10,FEMALE,34,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
7zhj76dcj6,2014-09-10,FEMALE,27,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
k29zeo0667,2014-09-10,MALE,45,basic,en,sem-brand,google,Web,Mac Desktop,Safari
y0ifa6uafh,2014-09-10,MALE,38,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
stxavbohdp,2014-09-10,MALE,44,basic,en,sem-brand,google,Web,iPhone,-unknown-
en50fk28gy,2014-09-10,MALE,64,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
1eu4b1evqe,2014-09-10,MALE,26,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
swaocwoens,2014-09-10,MALE,28,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
trlps1nuhq,2014-09-10,MALE,47,facebook,en,sem-brand,bing,Web,iPhone,IE Mobile
vx3x15udwn,2014-09-10,MALE,24,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
n2chdttzha,2014-09-10,MALE,35,facebook,en,sem-brand,google,Web,Other/Unknown,-unknown-
nx7g4uo551,2014-09-10,-unknown-,,basic,sv,sem-brand,google,Web,iPad,Mobile Safari
cii1y3027h,2014-09-10,MALE,38,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
z6izglwa7c,2014-09-10,MALE,38,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
8m1ta2m5ys,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
9y103ji0kh,2014-09-10,-unknown-,64,basic,en,sem-brand,google,Web,Mac Desktop,Safari
b65lyw24wb,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
ca6gnbwk9l,2014-09-10,FEMALE,46,basic,en,sem-brand,google,Web,iPad,Mobile Safari
x7bavy5kj0,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
bzxct449zo,2014-09-10,FEMALE,26,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
juyw2tl813,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
7ues2q77kt,2014-09-10,FEMALE,38,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
52ei63k3p5,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
v3b7g5frwp,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
v72t5vwjnn,2014-09-10,FEMALE,36,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
juqnlabji0,2014-09-10,MALE,29,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
q93t3br0sh,2014-09-10,MALE,65,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
xsmtjuf8yl,2014-09-10,FEMALE,31,facebook,ko,sem-brand,google,Web,Windows Desktop,Chrome
emf71j19v2,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
lxh8nzpzu7,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ez3tum8xul,2014-09-10,FEMALE,36,facebook,en,sem-brand,google,Web,Windows Desktop,IE
131czegn3q,2014-09-10,FEMALE,42,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
kfrdckrn87,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
yy158k7r0w,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
cvq53yoq6h,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
igsgbcmu73,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
1tdkc0dyhr,2014-09-10,MALE,33,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
mbxv2uvnzh,2014-09-10,FEMALE,52,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
3q2ic9y4fq,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
f02xz8n7jx,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
dgk3q0wgbk,2014-09-10,FEMALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ztjozwoo51,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
de41a4hegm,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
gwbs89qoer,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
xei1tv2cg2,2014-09-10,MALE,54,basic,en,sem-brand,google,Web,Mac Desktop,Safari
vrnfpzvc5t,2014-09-10,FEMALE,34,basic,en,sem-brand,google,Web,Mac Desktop,Safari
pxqm0da9dq,2014-09-10,MALE,19,basic,ko,sem-brand,google,Web,Mac Desktop,Chrome
g5n72cokrz,2014-09-10,FEMALE,35,basic,en,sem-brand,google,Web,Mac Desktop,Safari
294fvqpkyo,2014-09-10,MALE,,facebook,fr,sem-brand,google,Web,iPhone,-unknown-
4grpuac6dq,2014-09-10,MALE,36,basic,es,sem-brand,google,Web,Windows Desktop,Chrome
bu96qqh5cy,2014-09-10,MALE,48,facebook,en,sem-brand,google,Web,iPad,-unknown-
m491o1pptj,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
xjbkzxxmfy,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
msv37yxq3b,2014-09-10,FEMALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ij7t2gptfu,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
v2slih2fj8,2014-09-10,MALE,62,basic,en,sem-brand,google,Web,Mac Desktop,Safari
zzi55292q1,2014-09-10,MALE,44,basic,en,sem-brand,google,Web,Mac Desktop,Safari
36bub6coum,2014-09-10,FEMALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
6mrh62el2j,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
fi8lohq4gu,2014-09-10,-unknown-,19,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
o5l6t5p1c4,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
6xtjq3mk2f,2014-09-10,FEMALE,63,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5jj224o9w9,2014-09-10,MALE,19,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
ewoveykxhf,2014-09-10,FEMALE,33,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
exjm1eafkk,2014-09-10,FEMALE,23,basic,en,sem-brand,bing,Web,SmartPhone (Other),IE Mobile
kf3bdct8f7,2014-09-10,FEMALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mruupmc2nb,2014-09-10,FEMALE,,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
xbs6je5bh0,2014-09-10,-unknown-,58,basic,en,sem-brand,google,Web,iPad,Mobile Safari
xwhr663rwk,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
rat0bkq0eo,2014-09-10,FEMALE,23,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
klc0h8fetm,2014-09-10,-unknown-,19,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
nz8g8ixyc1,2014-09-10,MALE,45,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
w937mvk71o,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
4vkt8sj3lm,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
n5ntjpucjp,2014-09-10,MALE,44,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ld6136ztdb,2014-09-10,-unknown-,29,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
xh68m455jr,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
592ytpuurx,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
uiry84dav0,2014-09-10,MALE,31,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
f7xxhyf0to,2014-09-10,FEMALE,24,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
m1x87ofsiq,2014-09-10,MALE,46,basic,it,sem-brand,google,Web,iPad,Mobile Safari
213ew4hch8,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
xqe8d5vg9m,2014-09-10,FEMALE,36,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
sscvoux0rn,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Moweb,iPhone,Mobile Safari
s9uonp6ms5,2014-09-10,FEMALE,25,basic,en,sem-brand,google,Web,Mac Desktop,Safari
dzwe3ga1tk,2014-09-10,FEMALE,31,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
g96uxvyjon,2014-09-10,MALE,67,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
rf799845pn,2014-09-10,MALE,58,basic,en,sem-brand,google,Web,Windows Desktop,IE
0lsp9zyd5l,2014-09-10,MALE,31,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
qk1w2x78a9,2014-09-10,-unknown-,33,basic,en,sem-brand,google,Web,iPad,Mobile Safari
gohucjmp3f,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
6vebp4mc57,2014-09-10,FEMALE,28,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
g0tvuj23vn,2014-09-10,FEMALE,36,facebook,en,sem-brand,google,Web,Windows Desktop,IE
kem3x233d8,2014-09-10,-unknown-,33,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
fi3xp4rmbl,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Web,iPhone,Mobile Safari
myns2bd7ox,2014-09-10,-unknown-,21,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ov1v0o2zmm,2014-09-10,FEMALE,27,basic,en,sem-brand,google,Web,Mac Desktop,Safari
6welsfvmus,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
c7ovntjtsv,2014-09-10,MALE,19,basic,en,sem-brand,google,Web,Windows Desktop,IE
hacn4uc0zl,2014-09-10,MALE,60,basic,en,sem-brand,google,Web,Mac Desktop,Safari
7ygmt6qz50,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
pb32u5mcf2,2014-09-10,-unknown-,43,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
nqolfoemq4,2014-09-10,FEMALE,29,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
n5nsuuhgno,2014-09-10,FEMALE,22,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
k5snh61zvd,2014-09-10,MALE,32,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
eegr3jg959,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
akmhka2lb8,2014-09-10,FEMALE,28,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
vqgk0joxpl,2014-09-10,FEMALE,25,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
dub70qeqrw,2014-09-10,FEMALE,33,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
ur5k94qcvf,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
55wmcw4z4x,2014-09-10,FEMALE,47,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
u96rq4tx4x,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
vg4msanyx9,2014-09-10,FEMALE,45,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
s3y4zdndz5,2014-09-10,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
ds0t80qxhk,2014-09-10,FEMALE,35,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
h643ae53nv,2014-09-10,MALE,40,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
z88g0vqsco,2014-09-10,MALE,29,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
ffqvl9r474,2014-09-10,MALE,43,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
yewkjofobx,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
pl4drndkqt,2014-09-10,MALE,71,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
sfrtxmygfi,2014-09-10,-unknown-,39,basic,en,sem-brand,google,Web,Windows Desktop,IE
nw2xnlu4kp,2014-09-10,FEMALE,45,facebook,en,sem-brand,google,Web,Windows Desktop,IE
8adwatlx78,2014-09-10,-unknown-,39,basic,en,sem-brand,google,Web,Mac Desktop,Safari
7lso52g6zy,2014-09-10,FEMALE,42,basic,en,sem-brand,bing,Web,Android Tablet,IE
r03e7sn0rx,2014-09-10,FEMALE,22,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
6mx0q5clyh,2014-09-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
x5qb2lfyka,2014-09-11,FEMALE,29,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
6i61t9p1uf,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
mamfiyl659,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
olbee2verl,2014-09-11,FEMALE,44,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
ewwn40p8x4,2014-09-11,MALE,31,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5sus1g518p,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
kl05mx1ig5,2014-09-11,FEMALE,54,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
me01g5a1x5,2014-09-11,MALE,32,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9kwphszw7s,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
d5likki7sv,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
oqemg3qkww,2014-09-11,-unknown-,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
vvabddungn,2014-09-11,-unknown-,,basic,fr,sem-brand,google,Web,Mac Desktop,Safari
uuqut4g3wc,2014-09-11,-unknown-,19,basic,en,sem-brand,google,Web,iPad,Mobile Safari
puerhdoxz2,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
hi7rozd2fp,2014-09-11,FEMALE,49,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
h0h8vuskb7,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
ru9f0u8v6p,2014-09-11,FEMALE,21,facebook,en,sem-brand,google,Web,Windows Desktop,IE
ejqla5aj6h,2014-09-11,MALE,105,facebook,en,sem-brand,bing,Web,iPhone,Mobile Safari
azegpu7r76,2014-09-11,MALE,30,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
54o3yedl2g,2014-09-11,FEMALE,24,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
t1t3cw0y2j,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
gadg7pihrj,2014-09-11,MALE,37,basic,en,sem-brand,google,Web,iPhone,-unknown-
fqwmremsw4,2014-09-11,-unknown-,59,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
4gnid3sno5,2014-09-11,MALE,24,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
ux7wk4lj6i,2014-09-11,FEMALE,41,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
7g9d1i1ja4,2014-09-11,FEMALE,34,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
dh64xi5x93,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
p8tsx6zp5s,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
0ve48ad1ta,2014-09-11,FEMALE,25,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
w3xqsz5yap,2014-09-11,FEMALE,40,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
2boa7b5f3f,2014-09-11,MALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Safari
t33ofgt7m5,2014-09-11,-unknown-,25,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ovxevj8lzr,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
3b4gejct23,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
kytfii5nfj,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ux1dicrxpa,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
nj1lch27dm,2014-09-11,MALE,65,basic,en,sem-brand,bing,Web,Windows Desktop,IE
fs0llevzq2,2014-09-11,FEMALE,33,basic,en,sem-brand,google,Web,Windows Desktop,IE
ueopz7h6y0,2014-09-11,MALE,24,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jlynohh4gh,2014-09-11,FEMALE,25,basic,en,sem-brand,google,Web,Desktop (Other),Chrome
boy2qwznlu,2014-09-11,MALE,26,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
3cd1n6usql,2014-09-11,FEMALE,55,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
2az7xunh55,2014-09-11,FEMALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
l1goa0fokr,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
tooshi5rdv,2014-09-11,MALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
gzo8qktcx5,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
w824rkr9eq,2014-09-11,FEMALE,21,basic,en,sem-brand,google,Web,Mac Desktop,Safari
g8psmkmvuy,2014-09-11,MALE,42,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
yoqvxw65o3,2014-09-11,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
or66kjthvf,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
2p9ka7g528,2014-09-11,FEMALE,28,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
fxog3m971h,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
yd6gp960mw,2014-09-11,MALE,46,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
t01mf1ulgu,2014-09-11,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,Chrome
cewb80cgbc,2014-09-11,FEMALE,26,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
eqsums20m9,2014-09-11,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,Firefox
lfj3rsew8e,2014-09-11,FEMALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
k06we8emrt,2014-09-11,-unknown-,23,basic,en,sem-brand,google,Web,Mac Desktop,Safari
c5pszkchot,2014-09-11,FEMALE,43,facebook,en,sem-brand,google,Web,Windows Desktop,IE
g2l555su59,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
f31llezj9o,2014-09-11,-unknown-,19,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
ic1mcg08o7,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
zgbm6fz6hj,2014-09-11,FEMALE,29,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
4opvk9a5hk,2014-09-11,FEMALE,26,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
sh22ytey0z,2014-09-11,-unknown-,38,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
0nxkfd8vz0,2014-09-11,FEMALE,23,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
db15td6psx,2014-09-11,-unknown-,47,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
uento3c64z,2014-09-11,-unknown-,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
t6d6kv9kvn,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
quceribdi0,2014-09-11,-unknown-,24,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ygo3avun2u,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
zkgsi1pe6y,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
t312s0ek8y,2014-09-11,-unknown-,31,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
x5yhgx8bjj,2014-09-11,FEMALE,29,facebook,en,sem-brand,google,Web,Desktop (Other),Chrome
gezi5h3rcc,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
8ahnkixqdt,2014-09-11,FEMALE,43,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
imjtvhzbj5,2014-09-11,FEMALE,36,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
40q72nsb6p,2014-09-11,FEMALE,38,basic,en,sem-brand,google,Web,Mac Desktop,Safari
nh6ws7sha2,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
i4ngumjd5r,2014-09-11,-unknown-,19,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
ogt7qklvzz,2014-09-11,MALE,21,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
8hyd931y4p,2014-09-11,MALE,31,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
2yvnir4jvk,2014-09-11,FEMALE,35,facebook,en,sem-brand,google,Web,Desktop (Other),Chrome
2aac739qfz,2014-09-11,FEMALE,46,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mcnkqp4zzn,2014-09-11,FEMALE,44,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
6q5242l705,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
2j87f672p5,2014-09-11,FEMALE,34,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
qyht45k3vq,2014-09-11,-unknown-,39,basic,en,sem-brand,google,Web,iPad,Mobile Safari
rg9yhpgwxb,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
tj3whg5rsw,2014-09-11,FEMALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
912yaolnv3,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
lre1mubud9,2014-09-11,FEMALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
5zhjf4w5dp,2014-09-11,MALE,36,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
mxytzz0von,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
3hik4ak38u,2014-09-11,FEMALE,32,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
851tjqqqxk,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
fn1nmqvj00,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
fo2n2s7nbu,2014-09-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ujuolw0bs7,2014-09-11,-unknown-,33,basic,en,sem-brand,google,Web,Windows Desktop,IE
zrdln15mak,2014-09-11,-unknown-,,basic,pt,sem-brand,google,Web,Windows Desktop,Firefox
nigdxte8be,2014-09-11,MALE,54,facebook,en,sem-brand,bing,Web,iPhone,Mobile Safari
0dtwm5epa7,2014-09-11,-unknown-,32,basic,en,sem-brand,google,Web,Mac Desktop,Safari
asxljzlwz4,2014-09-11,FEMALE,35,basic,en,sem-brand,google,Web,Mac Desktop,Safari
m3vq1kjmit,2014-09-11,MALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
